task,top_absolute_delta,random_absolute_delta,bottom_absolute_delta,top_over_random,top_minus_bottom,top_selectivity,faithful_order
s_color,0.0211175873875618,0.012653741240501403,0.010499254862467448,1.6688809251108898,0.010618332525094351,0.009006011361877123,True
s_blur,0.0034045815467834474,0.0020426034927368162,0.001716446876525879,1.6667853349363277,0.0016881346702575684,-0.013309434335678817,True
s_contrast,0.016320882240931193,0.014303555091222128,0.015323184927304586,1.1410367658140506,0.0009976973136266078,0.005765783290068309,False
s_visibility_proxy,0.013573426008224487,0.010068016052246094,0.01006907323996226,1.348172861245723,0.003504352768262227,0.0014507395525773367,False
q_quality,0.008964531247814496,0.007908377597729365,0.005068756639957428,1.1335487129987787,0.003895774607857068,-0.005302182709177335,True
